order_id,order_date,customer_id,product_id,sales_rep,channel,quantity,unit_price,discount_pct,unit_cost,payment_days,returned_qty,order_status
O1077,2025-11-29,C030,P004,Maria,Wholesale,13,9.14,0.05,6.26,30.0,1,Partial return
O1208,2025-11-17,C025,P027,Eleni,Direct,12,19.42,0.03,13.26,15.0,0,Completed
O1146,2025-04-30,C019,P020,Giorgos,Direct,10,11.89,0.02,7.38,45.0,0,Pending
O1195,2025-12-27,C049,P004,Nikos,Wholesale,18,9.14,0.08,6.04,15.0,0,Completed
O1381,2025-09-02,C057,P014,Nikos,Wholesale,8,17.99,0.0,8.67,60.0,0,Completed
O1233,2025-04-26,C072,P036,Giorgos,Wholesale,12,19.47,0.05,11.48,45.0,1,Partial return
O1282,2025-12-23,C057,P024,Eleni,Phone order,16,16.87,,10.7,45.0,0,Completed
O1532,2025-08-05,C054,P012,Maria,Wholesale,20,19.45,0.07,13.57,45.0,0,Completed
O1400,2025-04-28,C056,P036,Giorgos,Wholesale,11,19.47,0.07,11.4,30.0,0,Completed
O1625,2025-02-22,C019,P032,Nikos,Wholesale,7,13.3,0.0,7.74,60.0,0,Completed
O1473,2025-06-03,C039,P012,Maria,Wholesale,5,19.45,0.03,14.01,45.0,2,Completed
O1618,2025-03-10,C083,P013,Maria,Wholesale,9,24.95,0.04,13.31,30.0,0,Completed
O1466,2025-10-16,C072,P009,Nikos,Direct,15,9.54,0.03,5.9,45.0,0,Completed
O1446,2025-03-26,C036,P027,Giorgos,Wholesale,10,19.42,0.05,13.99,30.0,0,Completed
O1339,2025-04-20,C031,P002,Maria,Phone order,10,8.02,0.03,5.7,30.0,0,Completed
O1584,2025-11-12,C006,P028,Giorgos,Phone order,11,20.02,0.08,9.68,30.0,0,Pending
O1168,2025-02-14,C090,P018,Nikos,Wholesale,9,15.39,0.02,10.79,30.0,0,Completed
O1193,2025-03-05,C067,P030,Giorgos,Wholesale,6,14.56,0.0,8.0,75.0,0,Completed
O1249,2025-08-08,C009,P006,Eleni,Direct,7,12.05,0.02,8.76,45.0,0,Completed
O1255,2025-05-07,C055,P015,Eleni,Direct,14,21.66,0.05,11.2,45.0,0,Pending
O1456,2025-05-08,C033,P030,Eleni,Direct,11,14.56,0.03,8.06,60.0,0,Completed
O1540,2025-12-20,C059,P013,Nikos,Phone order,15,24.95,0.05,13.45,30.0,0,Completed
O1183,2025-12-04,C072,P006,Eleni,Wholesale,10,12.05,0.03,8.46,45.0,0,Completed
O1166,2025-11-07,C080,P021,Maria,Direct,16,19.64,0.03,12.87,45.0,1,Partial return
O1454,2025-06-01,C036,P023,Nikos,Direct,9,16.26,0.02,10.36,30.0,0,Completed
O1513,2025-05-03,C051,P023,Giorgos,Wholesale,6,16.26,0.0,10.67,30.0,0,Completed
O1057,2025-05-04,C025,P012,Giorgos,Direct,16,19.45,0.05,13.78,30.0,2,Completed
O1001,2025-02-06,C068,P017,Nikos,Phone order,9,17.04,0.0,8.16,15.0,0,Completed
O1516,2025-06-12,C073,P012,Maria,Wholesale,12,19.45,0.05,14.42,30.0,0,Completed
O1266,2025-10-19,C029,P029,Giorgos,Wholesale,3,17.56,0.04,12.27,30.0,0,Completed
O1076,2025-12-16,C058,P009,Maria,Direct,14,9.54,0.05,5.89,45.0,0,Completed
O1566,2025-02-07,C085,P003,Nikos,Wholesale,9,8.23,0.03,6.08,45.0,0,Completed
O1522,2025-01-08,C063,P007,Eleni,Wholesale,8,13.28,0.0,6.78,45.0,0,Completed
O1562,2025-01-31,C068,P034,Giorgos,Wholesale,9,21.54,0.0,11.21,15.0,1,Partial return
O1617,2025-11-18,C076,P024,Giorgos,Wholesale,10,16.87,0.05,10.67,60.0,0,Completed
O1524,2025-07-25,C055,P020,Nikos,Direct,13,11.89,0.05,7.55,45.0,0,Completed
O1081,2025-10-03,C080,P020,Maria,Wholesale,12,11.89,0.05,7.39,45.0,0,Completed
O1501,2025-06-08,C005,P022,Nikos,Wholesale,8,15.11,0.0,9.43,45.0,0,Completed
O1420,2025-04-15,C069,P005,Maria,Wholesale,11,9.46,0.03,4.66,45.0,3,Completed
O1049,2025-07-20,C048,P020,Nikos,Wholesale,7,11.89,0.04,7.55,30.0,0,Completed
O1516,2025-08-12,C007,P028,Maria,Wholesale,11,20.02,0.03,9.98,30.0,0,Completed
O1270,2025-02-14,C019,P024,Giorgos,Wholesale,11,16.87,,10.9,45.0,0,Completed
O1468,2025-11-10,C018,P004,Nikos,Wholesale,18,9.14,0.07,6.18,30.0,0,Completed
O1535,2025-12-03,C052,P029,Maria,Wholesale,19,17.56,0.05,12.96,60.0,3,Completed
O1362,2025-12-29,C014,P004,Maria,Direct,11,9.14,0.04,5.95,45.0,0,Completed
O1454,2025-03-25,C022,P024,Giorgos,Phone order,11,16.87,0.11,10.27,45.0,0,Completed
O1380,2025-09-25,C028,P022,Eleni,Wholesale,8,15.11,0.0,9.56,30.0,0,Completed
O1416,2025-03-06,C030,P036,Eleni,Direct,11,19.47,0.09,11.08,60.0,0,Completed
O1031,2025-03-02,C020,P017,Nikos,Wholesale,5,17.04,0.0,8.36,60.0,0,Completed
O1301,2025-08-08,C004,P029,Eleni,Wholesale,7,17.56,,12.22,30.0,0,Completed
O1112,2025-05-15,C038,P026,Nikos,Wholesale,11,16.04,0.03,10.1,30.0,0,Completed
O1210,2025-09-19,C069,P030,Eleni,Wholesale,7,14.56,0.0,8.32,30.0,0,Completed
O1371,2025-10-18,C024,P021,Maria,Wholesale,8,19.64,0.0,13.06,30.0,0,Completed
O1285,2025-05-11,C043,P025,Nikos,Phone order,14,15.87,0.05,11.49,45.0,0,Completed
O1435,2025-12-12,C036,P007,Nikos,Wholesale,20,13.28,0.07,6.65,30.0,0,Completed
O1233,2025-09-18,C034,P033,Nikos,Wholesale,11,17.67,0.05,9.95,60.0,0,Completed
O1633,2025-01-07,C032,P032,Maria,Wholesale,10,13.3,0.07,7.43,30.0,0,Completed
O1246,2025-07-06,C040,P023,Giorgos,Phone order,11,16.26,0.05,10.84,45.0,0,Completed
O1303,2025-04-02,C076,P011,Nikos,Wholesale,11,16.3,0.05,10.92,60.0,0,Completed
O1494,2025-12-02,C030,P035,Giorgos,Wholesale,10,21.37,0.03,12.94,30.0,0,Completed
O1209,2025-05-08,C017,P015,Giorgos,Phone order,14,21.66,0.08,11.07,60.0,0,Pending
O1406,2025-06-13,C035,P024,Eleni,Phone order,6,16.87,0.0,10.35,30.0,0,Completed
O1535,2025-10-20,C071,P033,Eleni,Wholesale,13,17.67,0.03,9.8,30.0,0,Completed
O1581,2025-12-11,C053,P023,Nikos,Wholesale,17,16.26,0.04,10.82,60.0,0,Completed
O1167,2025-09-22,C031,P023,Nikos,Phone order,8,16.26,0.0,10.3,45.0,0,Completed
O1036,2025-02-05,C072,P006,Giorgos,Phone order,8,12.05,0.0,8.4,45.0,0,Completed
O1066,2025-06-09,C032,P020,Eleni,Wholesale,7,11.89,0.02,7.39,45.0,1,Completed
O1163,2025-08-22,C087,P019,Nikos,Wholesale,10,14.76,0.05,7.83,15.0,0,Completed
O1446,2025-05-30,C019,P013,Eleni,Direct,7,24.95,0.01,13.8,45.0,0,Completed
O1015,2025-05-05,C013,P030,Giorgos,Wholesale,13,14.56,0.09,8.2,45.0,0,Completed
O1525,2025-09-10,C027,P022,Maria,Direct,13,15.11,0.03,9.98,30.0,0,Completed
O1205,2025-10-07,C028,P023,Maria,Wholesale,9,16.26,0.04,10.98,45.0,0,Completed
O1100,2025-07-29,C064,P005,Nikos,Wholesale,9,9.46,0.0,4.75,45.0,0,Completed
O1519,2025-06-27,C051,P009,Nikos,Phone order,8,9.54,0.0,6.01,30.0,1,Partial return
O1612,2025-01-01,C045,P006,Giorgos,Phone order,9,12.05,0.0,8.88,45.0,0,Completed
O1004,2025-06-07,C033,P022,Nikos,Wholesale,13,15.11,0.05,9.58,30.0,1,Partial return
O1438,2025-05-02,C039,P024,Giorgos,Wholesale,13,16.87,0.04,10.53,60.0,0,Completed
O1306,2025-01-31,C009,P005,Maria,Direct,13,9.46,0.07,4.78,60.0,0,Completed
O1416,2025-02-17,C066,P035,Nikos,Phone order,6,21.37,0.0,12.01,30.0,0,Completed
O1226,2025-09-24,C077,P005,Giorgos,Direct,9,9.46,0.0,4.66,60.0,3,Completed
O1480,2025-07-10,C021,P015,Giorgos,Phone order,9,21.66,0.0,10.78,45.0,1,Completed
O1557,2025-02-13,C023,P005,Nikos,Wholesale,9,9.46,0.02,4.86,45.0,0,Completed
O1603,2025-11-23,C058,P009,Giorgos,Wholesale,16,9.54,0.05,5.95,30.0,1,Partial return
O1077,2025-10-18,C045,P022,Nikos,Wholesale,8,15.11,0.0,9.85,45.0,0,Completed
O1630,2025-03-08,C061,P022,Maria,Wholesale,14,15.11,0.05,9.61,30.0,0,Completed
O1520,2025-06-11,C018,P005,Giorgos,Direct,7,9.46,0.02,4.78,60.0,0,Completed
O1560,2025-06-17,C073,P023,Eleni,Wholesale,12,16.26,0.08,10.58,30.0,0,Completed
O1109,2025-04-30,C056,P030,Nikos,Phone order,16,14.56,0.05,8.03,,0,Completed
O1435,2025-03-11,C045,P002,Nikos,Wholesale,13,8.02,0.05,5.46,45.0,0,Completed
O1023,2025-03-26,C063,P005,Giorgos,Wholesale,9,9.46,0.0,4.65,30.0,0,Completed
O1118,2025-07-28,C048,P025,Nikos,Wholesale,15,15.87,0.05,10.92,30.0,0,Completed
O1405,2025-04-17,C008,P004,Giorgos,Wholesale,10,9.14,0.03,6.34,30.0,0,Completed
O1558,2025-05-16,C061,P028,Nikos,Wholesale,13,20.02,0.03,9.98,30.0,0,Completed
O1058,2025-12-18,C027,P006,Eleni,Phone order,13,12.05,0.08,8.76,15.0,0,Completed
O1400,2025-12-23,C060,P034,Nikos,Wholesale,12,21.54,0.03,11.52,15.0,0,Completed
O1096,2025-06-17,C001,P029,Maria,Wholesale,10,17.56,0.08,12.06,15.0,0,Completed
O1420,2025-05-08,C059,P034,Eleni,Wholesale,9,21.54,0.0,11.28,60.0,0,Completed
O1472,2025-01-26,C072,P022,Eleni,Wholesale,4,15.11,0.0,10.05,30.0,0,Completed
O1580,2025-03-31,C040,P034,Nikos,Phone order,16,21.54,0.05,11.4,45.0,0,Completed
O1022,2025-08-20,C055,P021,Maria,Wholesale,6,19.64,0.02,12.27,45.0,0,Completed
O1592,2025-02-22,C027,P001,Maria,Wholesale,8,14.99,0.0,10.75,30.0,0,Completed
O1299,2025-02-01,C061,P032,Maria,Wholesale,13,13.3,0.07,7.82,30.0,0,Completed
O1070,2025-07-25,C072,P010,Eleni,Direct,12,25.35,0.08,16.86,45.0,0,Completed
O1621,2025-11-27,C051,P033,Nikos,Wholesale,12,17.67,0.05,9.98,30.0,0,Completed
O1089,2025-05-13,C090,P020,Nikos,Wholesale,9,11.89,0.02,7.5,45.0,0,Completed
O1093,2025-02-03,C022,P004,Maria,Phone order,14,9.14,0.07,6.16,45.0,0,Completed
O1329,2025-08-16,C021,P011,Maria,Wholesale,7,16.3,0.0,11.17,30.0,3,Completed
O1073,2025-06-19,C065,P008,Nikos,Wholesale,3,9.08,0.0,4.89,45.0,0,Completed
O1252,2025-08-25,C029,P010,Nikos,Wholesale,10,25.35,0.1,17.44,30.0,0,Completed
O1245,2025-10-21,C028,P001,Giorgos,Phone order,10,14.99,,11.01,15.0,0,Completed
O1352,2025-07-22,C032,P027,Giorgos,Wholesale,13,19.42,0.07,14.1,15.0,3,Completed
O1149,2025-12-16,C005,P009,Giorgos,Wholesale,10,9.54,0.05,6.26,30.0,0,Completed
O1237,2025-04-20,C034,P003,Maria,Wholesale,12,8.23,0.08,5.98,45.0,0,Completed
O1014,2025-08-17,C050,P002,Maria,Wholesale,9,8.02,0.0,5.52,30.0,0,Completed
O1030,2025-11-14,C029,P007,Maria,Direct,14,13.28,0.07,6.58,45.0,0,Completed
O1224,2025-09-13,C071,P001,Giorgos,Phone order,13,14.99,0.05,10.4,45.0,0,Completed
O1527,2025-09-03,C087,P025,Nikos,Wholesale,11,15.87,0.08,10.92,30.0,0,Completed
O1352,2025-07-16,C074,P004,Maria,Wholesale,10,9.14,0.05,6.15,45.0,0,Completed
O1620,2025-11-26,C014,P024,Maria,Direct,8,16.87,0.0,10.81,60.0,0,Completed
O1360,2025-10-06,C032,P018,Nikos,Phone order,8,15.39,0.0,10.38,30.0,0,Completed
O1564,2025-07-03,C062,P023,Giorgos,Wholesale,8,16.26,0.0,10.74,60.0,0,Completed
O1081,2025-09-06,C072,P035,Eleni,Phone order,7,21.37,0.0,12.35,30.0,1,Partial return
O1528,2025-09-15,C013,P008,Eleni,Wholesale,7,9.08,0.0,4.81,30.0,0,Pending
O1130,2025-04-03,C039,P003,Nikos,Wholesale,9,8.23,0.0,5.8,45.0,0,Completed
O1147,2025-04-23,C047,P014,Nikos,Phone order,9,17.99,0.0,9.25,15.0,0,Completed
O1430,2025-05-24,C089,P008,Nikos,Phone order,17,9.08,0.05,4.87,15.0,0,Completed
O1110,2025-08-30,C057,P019,Eleni,Direct,10,14.76,0.02,7.48,45.0,0,Completed
O1564,2025-04-30,C030,P026,Maria,Wholesale,14,16.04,0.08,9.8,45.0,1,Partial return
O1017,2025-12-03,C025,P033,Maria,Wholesale,6,17.67,0.0,9.71,30.0,0,Completed
O1248,2025-01-29,C056,P008,Maria,Wholesale,7,9.08,0.02,4.59,45.0,0,Completed
O1091,2025-07-18,C081,P019,Eleni,Phone order,16,14.76,0.05,7.72,60.0,0,Completed
O1639,2025-03-30,C041,P001,Maria,Wholesale,14,14.99,0.1,10.68,60.0,0,Completed
O1462,2025-06-12,C009,P025,Eleni,Phone order,17,15.87,0.05,10.89,60.0,0,Completed
O1570,2025-01-15,C022,P026,Eleni,Phone order,10,16.04,0.04,9.36,45.0,1,Partial return
O1039,2025-10-16,C024,P025,Maria,Wholesale,9,15.87,0.0,11.5,30.0,0,Completed
O1462,2025-04-07,C010,P035,Giorgos,Wholesale,11,21.37,0.03,12.48,30.0,0,Pending
O1321,2025-03-31,C016,P031,Giorgos,Wholesale,16,15.37,0.07,8.72,30.0,0,Completed
O1253,2025-01-29,C017,P004,Maria,Direct,2,9.14,0.0,6.38,60.0,0,Completed
O1232,2025-01-11,C071,P003,Giorgos,Wholesale,8,8.23,0.0,5.98,45.0,0,Completed
O1067,2025-11-11,C070,P031,Maria,Phone order,12,15.37,0.02,8.18,75.0,0,Completed
O1557,2025-06-24,C015,P014,Maria,Phone order,14,17.99,0.12,8.98,45.0,0,Completed
O1462,2025-06-15,C037,P004,Nikos,Wholesale,9,9.14,0.0,6.27,45.0,0,Completed
O1037,2025-10-28,C075,P009,Maria,Direct,8,9.54,0.0,5.94,45.0,0,Completed
O1043,2025-09-27,C022,P008,Eleni,Phone order,12,9.08,0.04,4.76,60.0,0,Completed
O1289,2025-07-11,C060,P028,Giorgos,Wholesale,10,20.02,0.05,10.31,30.0,0,Completed
O1359,2025-06-22,C032,P023,Eleni,Wholesale,7,16.26,0.02,10.44,15.0,0,Completed
O1386,2025-03-22,C090,P030,Giorgos,Direct,3,14.56,0.02,8.27,30.0,0,Completed
O1576,2025-09-07,C048,P005,Eleni,Wholesale,15,9.46,0.05,4.72,15.0,3,Completed
O1328,2025-10-15,C069,P028,Eleni,Wholesale,8,20.02,0.0,10.42,30.0,1,Partial return
O1157,2025-10-29,C079,P019,Maria,Wholesale,6,14.76,0.02,7.54,60.0,1,Partial return
O1269,2025-12-19,C054,P033,Eleni,Wholesale,8,17.67,0.04,10.32,60.0,0,Completed
O1489,2025-01-01,C071,P005,Giorgos,Phone order,7,9.46,0.0,4.72,45.0,0,Completed
O1416,2025-10-18,C062,P005,Nikos,Wholesale,14,9.46,0.08,4.65,45.0,0,Completed
O1164,2025-06-12,C042,P002,Maria,Direct,7,8.02,0.0,5.51,45.0,0,Completed
O1050,2025-02-23,C004,P003,Giorgos,Wholesale,7,8.23,0.0,6.06,45.0,0,Completed
O1439,2025-02-09,C069,P025,Maria,Wholesale,12,15.87,0.05,10.92,60.0,0,Completed
O1182,2025-06-13,C082,P009,Maria,Direct,13,9.54,0.04,6.1,60.0,0,Completed
O1076,2025-02-15,C087,P036,Eleni,Wholesale,12,19.47,0.05,11.0,15.0,0,Completed
O1040,2025-05-16,C084,P025,Maria,Wholesale,16,15.87,0.04,11.55,60.0,0,Completed
O1320,2025-02-04,C073,P036,Eleni,Wholesale,10,19.47,0.05,11.16,30.0,0,Completed
O1087,2025-02-25,C015,P019,Nikos,Wholesale,7,14.76,0.02,8.01,45.0,0,Completed
O1343,2025-08-13,C033,P005,Giorgos,Phone order,18,9.46,0.07,4.82,45.0,0,Completed
O1472,2025-07-31,C082,P015,Giorgos,Phone order,6,21.66,0.01,11.17,75.0,0,Completed
O1404,2025-06-29,C088,P013,Giorgos,Wholesale,8,24.95,0.0,13.93,45.0,0,Completed
O1513,2025-09-03,C090,P022,Maria,Wholesale,7,15.11,0.0,9.96,30.0,0,Completed
O1548,2025-02-07,C011,P017,Nikos,Wholesale,7,17.04,0.0,8.53,15.0,0,Completed
O1633,2025-06-13,C021,P001,Eleni,Phone order,7,14.99,0.0,10.39,45.0,0,Completed
O1158,2025-02-07,C003,P024,Eleni,Wholesale,3,16.87,0.0,10.46,45.0,0,Completed
O1002,2025-07-12,C027,P023,Maria,Direct,5,16.26,0.0,10.97,15.0,0,Completed
O1160,2025-10-08,C069,P009,Nikos,Wholesale,9,9.54,0.0,6.13,30.0,0,Completed
O1611,2025-11-11,C014,P011,Giorgos,Direct,19,16.3,0.02,10.9,60.0,0,Completed
O1580,2025-08-09,C004,P020,Maria,Direct,10,11.89,0.09,7.34,45.0,0,Completed
O1214,2025-08-11,C067,P009,Maria,Wholesale,9,9.54,0.0,5.94,45.0,0,Completed
O1300,2025-06-19,C008,P010,Maria,Phone order,10,25.35,0.05,17.84,30.0,0,Completed
O1301,2025-07-29,C070,P035,Eleni,Direct,10,21.37,0.04,12.9,60.0,0,Completed
O1398,2025-06-02,C068,P025,Maria,Wholesale,6,15.87,0.0,11.39,30.0,0,Completed
O1244,2025-07-21,C020,P035,Giorgos,Wholesale,8,21.37,0.0,12.11,30.0,0,Completed
O1244,2025-07-04,C075,P001,Nikos,Wholesale,9,14.99,0.0,10.99,75.0,0,Completed
O1545,2025-05-31,C020,P029,Giorgos,Wholesale,11,17.56,0.03,12.74,45.0,0,Completed
O1569,2025-01-14,C054,P016,Maria,Wholesale,8,19.23,0.0,9.87,30.0,0,Completed
O1156,2025-05-30,C086,P025,Nikos,Wholesale,15,15.87,0.05,10.97,45.0,0,Completed
O1519,2025-03-01,C090,P031,Eleni,Direct,12,15.37,0.05,8.71,15.0,0,Completed
O1413,2025-08-30,C066,P014,Giorgos,Phone order,12,17.99,0.05,8.64,30.0,0,Completed
O1340,2025-05-16,C077,P029,Nikos,Direct,6,17.56,0.0,12.68,45.0,0,Completed
O1443,2025-07-18,C027,P026,Maria,Wholesale,13,16.04,0.05,9.79,30.0,1,Partial return
O1371,2025-07-15,C011,P013,Eleni,Wholesale,9,24.95,0.0,13.82,30.0,0,Completed
O1361,2025-01-23,C058,P030,Eleni,Wholesale,7,14.56,0.0,8.03,30.0,0,Completed
O1323,2025-05-15,C030,P003,Maria,Phone order,12,8.23,0.07,6.01,60.0,0,Completed
O1309,2025-10-16,C066,P003,Nikos,Wholesale,8,8.23,0.0,5.89,30.0,0,Completed
O1143,2025-12-23,C040,P010,Nikos,Wholesale,11,25.35,0.05,17.67,60.0,0,Completed
O1420,2025-06-26,C044,P007,Giorgos,Phone order,15,13.28,0.04,6.84,45.0,0,Completed
O1110,2025-10-29,C032,P036,Maria,Wholesale,12,19.47,0.09,11.7,15.0,3,Completed
O1237,2025-07-18,C078,P027,Giorgos,Phone order,4,19.42,0.0,13.95,60.0,0,Completed
O1587,2025-12-18,C031,P029,Giorgos,Wholesale,21,17.56,0.03,12.95,45.0,0,Completed
O1590,2025-05-01,C023,P033,Giorgos,Wholesale,9,17.67,0.02,10.07,30.0,0,Completed
O1612,2025-07-22,C081,P016,Nikos,Wholesale,8,19.23,0.0,9.49,30.0,0,Completed
O1129,2025-09-22,C087,P022,Maria,Wholesale,11,15.11,0.07,9.52,15.0,0,Completed
O1068,2025-08-18,C083,P003,Maria,Phone order,10,8.23,0.1,5.93,60.0,0,Completed
O1404,2025-03-27,C088,P003,Maria,Phone order,14,8.23,0.08,5.76,60.0,0,Completed
O1446,2025-03-06,C012,P007,Nikos,Wholesale,14,13.28,0.08,6.74,60.0,0,Completed
O1256,2025-12-16,C070,P002,Giorgos,Wholesale,8,8.02,0.03,5.58,75.0,0,Completed
O1033,2025-11-18,C022,P022,Maria,Phone order,17,15.11,0.09,9.42,60.0,0,Completed
O1152,2025-05-13,C052,P022,Eleni,Phone order,7,15.11,0.04,9.44,60.0,3,Completed
O1189,2025-02-04,C030,P030,Nikos,Wholesale,9,14.56,0.02,8.41,45.0,0,Completed
O1466,2025-07-23,C084,P018,Eleni,Phone order,7,15.39,0.0,10.75,60.0,0,Completed
O1263,2025-09-24,C044,P036,Giorgos,Phone order,7,19.47,0.01,11.37,75.0,1,Completed
O1300,2025-01-07,C027,P027,Giorgos,Wholesale,8,19.42,0.0,13.72,30.0,0,Completed
O1578,2025-03-18,C088,P004,Maria,Wholesale,12,9.14,0.05,6.16,30.0,0,Completed
O1087,2025-10-26,C008,P023,Nikos,Phone order,9,16.26,0.0,10.82,30.0,1,Partial return
O1263,2025-10-16,C009,P013,Nikos,Direct,9,24.95,0.02,13.15,45.0,0,Completed
O1416,2025-10-02,C028,P010,Eleni,Phone order,11,25.35,0.05,16.71,15.0,0,Pending
O1125,2025-05-16,C046,P019,Giorgos,Direct,14,14.76,0.07,7.55,15.0,0,Completed
O1334,2025-10-20,C087,P001,Giorgos,Wholesale,13,14.99,0.05,10.75,30.0,0,Completed
O1355,2025-05-22,C033,P025,Giorgos,Wholesale,13,15.87,0.05,10.77,45.0,0,Completed
O1234,2025-11-08,C028,P009,Giorgos,Wholesale,12,9.54,0.05,6.07,30.0,0,Pending
O1396,2025-06-19,C016,P036,Maria,Wholesale,13,19.47,0.03,11.71,45.0,0,Pending
O1467,2025-09-01,C022,P023,Eleni,Phone order,12,16.26,0.06,10.78,60.0,0,Completed
O1250,2025-01-11,C010,P008,Eleni,Phone order,6,9.08,0.0,4.57,45.0,0,Completed
O1644,2025-06-05,C074,P023,Eleni,Wholesale,13,16.26,0.08,10.92,60.0,0,Completed
O1102,2025-09-09,C041,P019,Nikos,Phone order,13,14.76,0.05,7.73,60.0,0,Completed
O1416,2025-04-27,C062,P016,Maria,Wholesale,10,19.23,0.05,10.1,45.0,0,Completed
O1497,2025-08-15,C017,P011,Eleni,Wholesale,9,16.3,0.0,11.75,45.0,0,Completed
O1477,2025-08-02,C055,P028,Nikos,Wholesale,7,20.02,0.0,9.79,60.0,0,Completed
O1228,2025-04-19,C068,P023,Giorgos,Direct,10,16.26,0.05,10.8,30.0,0,Completed
O1244,2025-09-22,C073,P032,Eleni,Phone order,9,13.3,0.0,7.67,45.0,0,Completed
O1391,2025-09-21,C066,P020,Maria,Wholesale,10,11.89,0.03,7.57,45.0,0,Completed
O1290,2025-12-30,C056,P009,Giorgos,Wholesale,18,9.54,0.03,6.16,45.0,0,Completed
O1360,2025-09-26,C013,P015,Nikos,Wholesale,10,21.66,0.07,10.56,45.0,0,Completed
O1463,2025-04-13,C066,P032,Nikos,Wholesale,8,13.3,0.0,7.61,45.0,3,Completed
O1256,2025-08-22,C022,P019,Nikos,Phone order,9,14.76,0.03,7.73,60.0,0,Completed
O1585,2025-12-27,C081,P028,Maria,Wholesale,15,20.02,0.03,10.12,45.0,0,Completed
O1612,2025-08-26,C041,P017,Giorgos,Direct,8,17.04,0.02,8.6,45.0,0,Completed
O1012,2025-03-05,C047,P004,Nikos,Wholesale,12,9.14,,6.0,30.0,1,Partial return
O1072,2025-09-08,C015,P007,Giorgos,Wholesale,11,13.28,0.05,6.58,30.0,0,Completed
O1179,2025-08-31,C055,P019,Eleni,Wholesale,10,14.76,0.1,7.86,45.0,0,Pending
O1611,2025-05-13,C018,P005,Nikos,Wholesale,13,9.46,0.05,4.68,45.0,2,Completed
O1191,2025-07-17,C088,P025,Nikos,Wholesale,8,15.87,0.0,11.34,45.0,0,Completed
O1317,2025-10-20,C005,P022,Maria,Phone order,9,15.11,0.0,9.7,30.0,0,Completed
O1318,2025-11-28,C010,P006,Maria,Direct,13,12.05,0.08,8.94,45.0,1,Partial return
O1269,2025-05-18,C040,P023,Giorgos,Wholesale,17,16.26,0.05,10.56,45.0,0,Completed
O1373,2025-12-16,C009,P007,Nikos,Wholesale,19,13.28,0.07,7.01,45.0,0,Completed
O1361,2025-03-09,C042,P036,Maria,Direct,10,19.47,0.04,11.72,60.0,0,Completed
O1514,2025-01-05,C084,P015,Maria,Wholesale,8,21.66,0.0,11.13,60.0,0,Pending
O1427,2025-06-06,C046,P014,Eleni,Wholesale,7,17.99,0.04,8.88,30.0,0,Completed
O1395,2025-07-12,C027,P018,Eleni,Wholesale,11,15.39,0.03,10.27,30.0,0,Completed
O1147,2025-04-22,C019,P023,Giorgos,Wholesale,5,16.26,0.01,10.48,75.0,1,Partial return
O1368,2025-09-24,C083,P001,Giorgos,Wholesale,14,14.99,0.07,11.02,45.0,0,Completed
O1535,2025-01-04,C075,P022,Eleni,Wholesale,12,15.11,0.02,10.12,45.0,0,Completed
O1615,2025-11-01,C045,P017,Eleni,Wholesale,12,17.04,0.03,8.47,45.0,0,Completed
O1559,2025-02-25,C008,P019,Giorgos,Wholesale,4,14.76,0.0,7.69,30.0,0,Completed
O1261,2025-05-22,C089,P015,Eleni,Phone order,12,21.66,0.07,10.64,30.0,0,Completed
O1587,2025-05-14,C029,P022,Eleni,Wholesale,6,15.11,0.02,9.5,45.0,0,Completed
O1466,2025-09-22,C054,P028,Maria,Phone order,13,20.02,0.05,10.47,45.0,0,Completed
O1504,2025-11-04,C029,P027,Giorgos,Direct,21,19.42,0.05,13.45,30.0,1,Partial return
O1606,2025-12-15,C085,P024,Maria,Direct,18,16.87,0.11,10.42,45.0,0,Completed
O1323,2025-12-02,C051,P027,Giorgos,Phone order,4,19.42,0.0,13.46,30.0,0,Completed
O1091,2025-05-13,C025,P028,Giorgos,Wholesale,12,20.02,0.05,9.95,30.0,0,Completed
O1272,2025-01-19,C001,P025,Maria,Wholesale,9,15.87,0.0,11.49,45.0,0,Completed
O1420,2025-04-24,C073,P029,Giorgos,Phone order,9,17.56,0.0,12.31,30.0,0,Completed
O1086,2025-12-10,C048,P003,Eleni,Wholesale,18,8.23,0.1,5.88,15.0,0,Completed
O1599,2025-03-29,C084,P014,Maria,Wholesale,13,17.99,0.04,8.83,75.0,0,Completed
O1377,2025-08-30,C026,P005,Maria,Direct,14,9.46,0.05,4.83,45.0,0,Completed
O1638,2025-10-14,C029,P029,Maria,Phone order,10,17.56,0.05,12.64,30.0,1,Partial return
O1230,2025-06-21,C022,P034,Nikos,Wholesale,11,21.54,0.06,10.76,45.0,0,Completed
O1235,2025-04-25,C056,P026,Eleni,Wholesale,9,16.04,0.0,9.85,45.0,0,Completed
O1233,2025-06-19,C002,P007,Eleni,Wholesale,7,13.28,0.02,6.56,45.0,0,Pending
O1430,2025-05-31,C045,P030,Giorgos,Phone order,17,14.56,0.03,8.34,60.0,0,Completed
O1267,2025-08-29,C038,P005,Nikos,Phone order,11,9.46,0.03,4.66,30.0,0,Completed
O1524,2025-10-26,C067,P025,Nikos,Wholesale,9,15.87,0.0,10.85,60.0,0,Completed
O1281,2025-04-10,C075,P036,Nikos,Phone order,7,19.47,0.0,11.24,60.0,0,Completed
